KEY,NUCLIDE,METHOD,< VALUE_Bq/m³,VALUE_Bq/m³,ERROR%_m³,DATE_OF_ENTRY
"WCLOR1985026","SR90","CLOR04",,18,14,
"WCLOR1985027","CS137","CLOR02",,12,20,
"WCLOR1985027","SR90","CLOR04",,17.1,15,
"WCLOR1985028","CS137","CLOR02",,9.9,18,
"WCLOR1985028","H3","CLOR07",,4800,15,
"WCLOR1985028","SR90","CLOR04",,15,17,
"WCLOR1985029","CS137","CLOR02",,11.6,20,
"WCLOR1985029","SR90","CLOR04",,16.1,19,
"WCLOR1985030","CS137","CLOR02",,11.7,22,
"WCLOR1985030","H3","CLOR07",,4800,15,
"WCLOR1985030","SR90","CLOR04",,16.7,17,
"WCLOR1985031","CS137","CLOR02",,10.5,20,
"WCLOR1985031","SR90","CLOR04",,14.2,17,
"WCLOR1985032","CS137","CLOR02",,13.4,17,
"WCLOR1985032","H3","CLOR07",,7300,15,
"WCLOR1985032","SR90","CLOR04",,17.4,19,
"WCLOR1985033","CS137","CLOR02",,13.3,16,
"WCLOR1985033","SR90","CLOR04",,18.3,17,
"WCLOR1985034","CS137","CLOR02",,12.1,19,
"WCLOR1985034","SR90","CLOR04",,16.1,18,
"WCLOR1985035","CS137","CLOR02",,11.8,18,
"WCLOR1985035","SR90","CLOR04",,16.9,18,
"WCLOR1986001","CS134","CLOR02",,33,15,
"WCLOR1986001","CS137","CLOR02",,58,14,
"WCLOR1986002","CS134","CLOR02",,59,16,
"WCLOR1986002","CS137","CLOR02",,102,15,
"WCLOR1986003","CS134","CLOR02",,78,18,
"WCLOR1986003","CS137","CLOR02",,161,16,
"WCLOR1986003","H3","CLOR07",,4440,15,
"WCLOR1986003","SR90","CLOR04",,25,18,
"WCLOR1986004","CS134","CLOR02",,71,15,
"WCLOR1986004","CS137","CLOR02",,177,16,
"WCLOR1986005","CS134","CLOR02",,32,17,
"WCLOR1986005","CS137","CLOR02",,67,17,
"WCLOR1986006","CS134","CLOR02",,32,16,
"WCLOR1986006","CS137","CLOR02",,78,17,
"WCLOR1986007","CS134","CLOR02",,30,20,
"WCLOR1986007","CS137","CLOR02",,64,18,
"WCLOR1986007","SR90","CLOR04",,22,12,
"WCLOR1986008","CS134","CLOR02",,39,15,
"WCLOR1986008","CS137","CLOR02",,70,15,
"WCLOR1986008","SR90","CLOR04",,23,12,
"WCLOR1986009","CS134","CLOR02",,42,14,
"WCLOR1986009","CS137","CLOR02",,73,15,
"WCLOR1986010","CS134","CLOR02",,27,14,
"WCLOR1986010","CS137","CLOR02",,52,15,
"WCLOR1986011","CS134","CLOR02",,52,15,
"WCLOR1986011","CS137","CLOR02",,106,15,
"WCLOR1986012","CS134","CLOR02",,51,16,
"WCLOR1986012","CS137","CLOR02",,103,15,
"WCLOR1986013","CS134","CLOR02",,34,16,
"WCLOR1986013","CS137","CLOR02",,83,15,
"WCLOR1986013","H3","CLOR07",,4980,15,
"WCLOR1986013","SR90","CLOR04",,22,12,
"WCLOR1986014","CS134","CLOR02",,9,13,
"WCLOR1986014","CS137","CLOR02",,23,12,
"WCLOR1986015","CS134","CLOR02",,69,18,
"WCLOR1986015","CS137","CLOR02",,127,17,
"WCLOR1986015","H3","CLOR07",,7170,15,
"WCLOR1986016","CS134","CLOR02",,50,16,
"WCLOR1986016","CS137","CLOR02",,102,15,
"WCLOR1986017","CS134","CLOR02",,55,15,
"WCLOR1986017","CS137","CLOR02",,107,16,
"WCLOR1986017","H3","CLOR07",,3890,15,
"WCLOR1986017","SR90","CLOR04",,19,12,
"WCLOR1986018","CS134","CLOR02",,56,16,
"WCLOR1986018","CS137","CLOR02",,109,17,
"WCLOR1986018","SR90","CLOR04",,27,12,
"WCLOR1986019","CS134","CLOR02",,60,15,
"WCLOR1986019","CS137","CLOR02",,100,16,
"WCLOR1986020","CS134","CLOR02",,53,16,
"WCLOR1986020","CS137","CLOR02",,120,15,
"WCLOR1986021","CS134","CLOR02",,63,17,
"WCLOR1986021","CS137","CLOR02",,164,15,
"WCLOR1986022","CS134","CLOR02",,63,16,
"WCLOR1986022","CS137","CLOR02",,135,14,
"WCLOR1986022","H3","CLOR07",,7360,15,
"WCLOR1986022","SR90","CLOR04",,23,12,
"WCLOR1986023","CS134","CLOR02",,49,15,
"WCLOR1986023","CS137","CLOR02",,95,14,
"WCLOR1986023","SR90","CLOR04",,30,12,
"WCLOR1986024","CS134","CLOR02",,50,16,
"WCLOR1986024","CS137","CLOR02",,104,16,
"WCLOR1986024","H3","CLOR07",,6260,15,
"WCLOR1986024","SR90","CLOR04",,20,13,
"WCLOR1986025","CS134","CLOR02",,30,14,
"WCLOR1986025","CS137","CLOR02",,58,15,
"WCLOR1986025","SR90","CLOR04",,24,12,
"WCLOR1986026","CS134","CLOR02",,51,17,
"WCLOR1986026","CS137","CLOR02",,91,16,
"WCLOR1986026","H3","CLOR07",,4040,15,
"WCLOR1986026","SR90","CLOR04",,20,12,
"WCLOR1986027","CS134","CLOR02",,24,17,
"WCLOR1986027","CS137","CLOR02",,57,14,
"WCLOR1986027","SR90","CLOR04",,21,12,
"WCLOR1986029","CS134","CLOR02",,27,16,
"WCLOR1986029","CS137","CLOR02",,71,14,
"WCLOR1986030","CS134","CLOR02",,46,16,
"WCLOR1986030","CS137","CLOR02",,102,17,
"WCLOR1986030","H3","CLOR07",,6590,15,
"WCLOR1986030","SR90","CLOR04",,22,12,
"WCLOR1986031","CS134","CLOR02",,44,17,
"WCLOR1986031","CS137","CLOR02",,97,15,
"WCLOR1986032","CS134","CLOR02",,47,16,
"WCLOR1986032","CS137","CLOR02",,110,18,
"WCLOR1986032","H3","CLOR07",,4440,15,
"WCLOR1986032","SR90","CLOR04",,22,12,
"WCLOR1986033","CS134","CLOR02",,62,17,
"WCLOR1986033","CS137","CLOR02",,115,15,
"WCLOR1986033","H3","CLOR07",,5560,15,
"WCLOR1986033","SR90","CLOR04",,26,13,
"WCLOR1986034","CS134","CLOR02",,43,15,
"WCLOR1986034","CS137","CLOR02",,78,14,
"WCLOR1986034","SR90","CLOR04",,25,13,
"WCLOR1986035","CS134","CLOR02",,46,18,
"WCLOR1986035","CS137","CLOR02",,112,17,
"WCLOR1986036","CS134","CLOR02",,35,19,
"WCLOR1986036","CS137","CLOR02",,68,17,
"WCLOR1986037","CS134","CLOR02",,44,16,
"WCLOR1986037","CS137","CLOR02",,84,15,
"WCLOR1986037","H3","CLOR07",,3850,15,
"WCLOR1986038","CS134","CLOR02",,29,16,
"WCLOR1986038","CS137","CLOR02",,49,15,
"WCLOR1986039","CS134","CLOR02",,34,16,
"WCLOR1986039","CS137","CLOR02",,68,16,
"WCLOR1986039","H3","CLOR07",,5240,15,
"WCLOR1986039","SR90","CLOR04",,24,12,
"WCLOR1986040","CS134","CLOR02",,27,18,
"WCLOR1986040","CS137","CLOR02",,58,16,
"WCLOR1986040","SR90","CLOR04",,20,12,
"WCLOR1986041","CS134","CLOR02",,22,15,
"WCLOR1986041","CS137","CLOR02",,59,15,
"WCLOR1986042","CS134","CLOR02",,34,16,
"WCLOR1986042","CS137","CLOR02",,82,16,
"WCLOR1986043","CS134","CLOR02",,25,17,
"WCLOR1986043","CS137","CLOR02",,56,15,
"WCLOR1986043","H3","CLOR07",,7310,15,
"WCLOR1986043","SR90","CLOR04",,23,13,
"WCLOR1986044","CS134","CLOR02",,25,16,
"WCLOR1986044","CS137","CLOR02",,48,16,
"WCLOR1986045","CS134","CLOR02",,11,15,
"WCLOR1986045","CS137","CLOR02",,29,16,
"WCLOR1986046","CS134","CLOR02",,16,15,
"WCLOR1986046","CS137","CLOR02",,40,13,
"WCLOR1986046","SR90","CLOR04",,22,12,
"WCLOR1986047","CS134","CLOR02",,38,16,
"WCLOR1986047","CS137","CLOR02",,72,15,
"WCLOR1986048","CS134","CLOR02",,36,16,
"WCLOR1986048","CS137","CLOR02",,69,15,
"WCLOR1986049","CS134","CLOR02",,55,19,
"WCLOR1986049","CS137","CLOR02",,94,17,
"WCLOR1986049","H3","CLOR07",,7100,15,
"WCLOR1986049","SR90","CLOR04",,26,12,
"WCLOR1986050","CS134","CLOR02",,51,18,
"WCLOR1986050","CS137","CLOR02",,101,18,
"WCLOR1986050","SR90","CLOR04",,18,12,
"WCLOR1986051","CS134","CLOR02",,47,19,
"WCLOR1986051","CS137","CLOR02",,94,17,
"WCLOR1986051","H3","CLOR07",,4660,15,
"WCLOR1986051","SR90","CLOR04",,24,12,
"WCLOR1986052","CS134","CLOR02",,26,17,
"WCLOR1986052","CS137","CLOR02",,55,15,
"WCLOR1987001","CS134","CLOR02",,22,14,
"WCLOR1987001","CS137","CLOR02",,54,15,
"WCLOR1987001","H3","CLOR07",,5230,15,
"WCLOR1987001","SR90","CLOR04",,20,12,
"WCLOR1987002","CS134","CLOR02",,23,15,
"WCLOR1987002","CS137","CLOR02",,54,14,
"WCLOR1987002","SR90","CLOR04",,19,12,
"WCLOR1987003","CS134","CLOR02",,22,15,
"WCLOR1987003","CS137","CLOR02",,53,13,
"WCLOR1987003","SR90","CLOR04",,21,12,
"WCLOR1987004","CS134","CLOR02",,13,12,
"WCLOR1987004","CS137","CLOR02",,32,12,
"WCLOR1987004","SR90","CLOR04",,18,12,
"WCLOR1987005","CS134","CLOR02",,25,14,
"WCLOR1987005","CS137","CLOR02",,70,15,
"WCLOR1987005","SR90","CLOR04",,18,12,
"WCLOR1987006","CS134","CLOR02",,18,13,
"WCLOR1987006","CS137","CLOR02",,43,13,
"WCLOR1987006","SR90","CLOR04",,21,11,
"WCLOR1987007","CS134","CLOR02",,22,15,
"WCLOR1987007","CS137","CLOR02",,58,13,
"WCLOR1987007","SR90","CLOR04",,23,12,
"WCLOR1987008","CS134","CLOR02",,23,13,
"WCLOR1987008","CS137","CLOR02",,54,13,
"WCLOR1987008","SR90","CLOR04",,22,12,
"WCLOR1987009","CS134","CLOR02",,14,12,
"WCLOR1987009","CS137","CLOR02",,37,14,
"WCLOR1987009","SR90","CLOR04",,20,12,
"WCLOR1987010","CS134","CLOR02",,18,13,
"WCLOR1987010","CS137","CLOR02",,58,14,
"WCLOR1987010","H3","CLOR07",,7100,15,
"WCLOR1987010","SR90","CLOR04",,18,11,
"WCLOR1987011","CS134","CLOR02",,20,15,
"WCLOR1987011","CS137","CLOR02",,52,14,
"WCLOR1987011","SR90","CLOR04",,21,11,
"WCLOR1987012","CS134","CLOR02",,31,13,
"WCLOR1987012","CS137","CLOR02",,75,15,
"WCLOR1987012","H3","CLOR07",,6260,15,
"WCLOR1987012","SR90","CLOR04",,19,12,
"WCLOR1987013","CS134","CLOR02",,30,13,
"WCLOR1987013","CS137","CLOR02",,72,15,
"WCLOR1987013","SR90","CLOR04",,19,12,
"WCLOR1987014","CS134","CLOR02",,20,14,
"WCLOR1987014","CS137","CLOR02",,51,14,
"WCLOR1987014","SR90","CLOR04",,23,11,
"WCLOR1987015","CS134","CLOR02",,30,15,
"WCLOR1987015","CS137","CLOR02",,78,15,
"WCLOR1987015","H3","CLOR07",,8600,15,
"WCLOR1987015","SR90","CLOR04",,21,12,
"WCLOR1987016","CS134","CLOR02",,36,14,
"WCLOR1987016","CS137","CLOR02",,85,15,
"WCLOR1987016","H3","CLOR07",,5120,15,
"WCLOR1987016","SR90","CLOR04",,21,12,
"WCLOR1987017","CS134","CLOR02",,35,14,
"WCLOR1987017","CS137","CLOR02",,83,15,
"WCLOR1987017","SR90","CLOR04",,20,12,
"WCLOR1987018","CS134","CLOR02",,29,14,
"WCLOR1987018","CS137","CLOR02",,71,15,
"WCLOR1987018","SR90","CLOR04",,21,11,
"WCLOR1987019","CS134","CLOR02",,26,15,
"WCLOR1987019","CS137","CLOR02",,62,15,
"WCLOR1987019","SR90","CLOR04",,21,12,
"WCLOR1987020","CS134","CLOR02",,25,15,
"WCLOR1987020","CS137","CLOR02",,59,15,
"WCLOR1987020","SR90","CLOR04",,19,12,
"WCLOR1987021","CS134","CLOR02",,41,15,
"WCLOR1987021","CS137","CLOR02",,97,15,
"WCLOR1987021","SR90","CLOR04",,19,12,
"WCLOR1987022","CS134","CLOR02",,22,14,
"WCLOR1987022","CS137","CLOR02",,56,14,
"WCLOR1987022","SR90","CLOR04",,21,11,
"WCLOR1987023","CS134","CLOR02",,23,13,
"WCLOR1987023","CS137","CLOR02",,56,14,
"WCLOR1987023","SR90","CLOR04",,23,12,
"WCLOR1987024","CS134","CLOR02",,20,14,
"WCLOR1987024","CS137","CLOR02",,49,13,
"WCLOR1987024","H3","CLOR07",,5810,15,
"WCLOR1987025","CS134","CLOR02",,20,14,
"WCLOR1987025","CS137","CLOR02",,48,13,
"WCLOR1987026","CS134","CLOR02",,21,13,
"WCLOR1987026","CS137","CLOR02",,49,13,
"WCLOR1987026","H3","CLOR07",,7180,15,
"WCLOR1987026","SR90","CLOR04",,21,13,
"WCLOR1987027","CS134","CLOR02",,21,13,
"WCLOR1987027","CS137","CLOR02",,50,14,
"WCLOR1987027","SR90","CLOR04",,24,12,
"WCLOR1987028","CS134","CLOR02",,17,13,
"WCLOR1987028","CS137","CLOR02",,40,13,
"WCLOR1987028","SR90","CLOR04",,15,13,
"WCLOR1987029","CS134","CLOR02",,18,13,
"WCLOR1987029","CS137","CLOR02",,46,13,
"WCLOR1987029","SR90","CLOR04",,18,12,
"WCLOR1987030","CS134","CLOR02",,18,13,
"WCLOR1987030","CS137","CLOR02",,42,12,
"WCLOR1987030","SR90","CLOR04",,19,12,
"WCLOR1987031","CS134","CLOR02",,18,12,
"WCLOR1987031","CS137","CLOR02",,43,13,
"WCLOR1987032","CS134","CLOR02",,35,14,
"WCLOR1987032","CS137","CLOR02",,95,14,
"WCLOR1987032","SR90","CLOR04",,22,12,
"WCLOR1987033","CS134","CLOR02",,22,15,
"WCLOR1987033","CS137","CLOR02",,57,14,
"WCLOR1987033","SR90","CLOR04",,27,12,
"WCLOR1987034","CS134","CLOR02",,32,14,
"WCLOR1987034","CS137","CLOR02",,85,12,
"WCLOR1987034","SR90","CLOR04",,19,12,
"WCLOR1987035","CS134","CLOR02",,34,14,
"WCLOR1989014","CS134","CLOR02",,16,34,
"WCLOR1989014","CS137","CLOR02",,103,14,
"WCLOR1989014","SR90","CLOR04",,24.4,17,
"WCLOR1989015","CS134","CLOR02",,15,28,
"WCLOR1989015","CS137","CLOR02",,97,13,
"WCLOR1989015","SR90","CLOR04",,19.1,18,
"WCLOR1989016","CS134","CLOR02",,18,32,
"WCLOR1989016","CS137","CLOR02",,115,13,
"WCLOR1989016","SR90","CLOR04",,12.4,20,
"WCLOR1989017","CS134","CLOR02",,20,30,
"WCLOR1989017","CS137","CLOR02",,12.4,13,
"WCLOR1989017","SR90","CLOR04",,16.8,18,
"WCLOR1989018","CS134","CLOR02",,13,35,
"WCLOR1989018","CS137","CLOR02",,85,13,
"WCLOR1989018","SR90","CLOR04",,18.7,17,
"WCLOR1989019","CS134","CLOR02",,11,35,
"WCLOR1989019","CS137","CLOR02",,73,15,
"WCLOR1989019","SR90","CLOR04",,19.8,17,
"WCLOR1989020","CS134","CLOR02",,15,35,
"WCLOR1989020","CS137","CLOR02",,98,13,
"WCLOR1989020","SR90","CLOR04",,19.4,18,
"WCLOR1989021","CS134","CLOR02",,19,20,
"WCLOR1989021","CS137","CLOR02",,117,11,
"WCLOR1989021","SR90","CLOR04",,19.9,18,
"WCLOR1989022","CS134","CLOR02",,17,33,
"WCLOR1989022","CS137","CLOR02",,101,14,
"WCLOR1989022","SR90","CLOR04",,19.6,17,
"WCLOR1989023","CS134","CLOR02",,21,34,
"WCLOR1989023","CS137","CLOR02",,131,13,
"WCLOR1989023","SR90","CLOR04",,19.1,18,
"WCLOR1989024","CS134","CLOR02",,17,33,
"WCLOR1989024","CS137","CLOR02",,109,13,
"WCLOR1989024","SR90","CLOR04",,18,17,
"WCLOR1989025","CS134","CLOR02",,16,35,
"WCLOR1989025","CS137","CLOR02",,104,15,
"WCLOR1989025","SR90","CLOR04",,18.6,17,
"WCLOR1989026","CS134","CLOR02",,17,27,
"WCLOR1989026","CS137","CLOR02",,106,13,
"WCLOR1989026","SR90","CLOR04",,20.5,17,
"WCLOR1989027","CS134","CLOR02",,13,30,
"WCLOR1989027","CS137","CLOR02",,88,12,
"WCLOR1989027","SR90","CLOR04",,21.1,17,
"WCLOR1989028","CS134","CLOR02",,17,27,
"WCLOR1989028","CS137","CLOR02",,109,13,
"WCLOR1989028","SR90","CLOR04",,21.4,17,
"WCLOR1989029","CS134","CLOR02",,16,34,
"WCLOR1989029","CS137","CLOR02",,103,13,
"WCLOR1989029","SR90","CLOR04",,17,17,
"WCLOR1989030","CS134","CLOR02",,16,27,
"WCLOR1989030","CS137","CLOR02",,90,13,
"WCLOR1989030","SR90","CLOR04",,20.7,17,
"WCLOR1989031","CS134","CLOR02",,15,35,
"WCLOR1989031","CS137","CLOR02",,94,13,
"WCLOR1989031","SR90","CLOR04",,18.8,17,
"WCLOR1989032","CS134","CLOR02",,15,28,
"WCLOR1989032","CS137","CLOR02",,97,12,
"WCLOR1989032","SR90","CLOR04",,19.1,19,
"WCLOR1989033","CS134","CLOR02",,16,27,
"WCLOR1989033","CS137","CLOR02",,103,13,
"WCLOR1989033","SR90","CLOR04",,19,17,
"WCLOR1989034","CS134","CLOR02",,17,33,
"WCLOR1989034","CS137","CLOR02",,107,14,
"WCLOR1989034","SR90","CLOR04",,16.8,17,
"WCLOR1989035","CS134","CLOR02",,17,27,
"WCLOR1989035","CS137","CLOR02",,112,13,
"WCLOR1989035","SR90","CLOR04",,19.1,17,
"WCLOR1989036","CS134","CLOR02",,17,27,
"WCLOR1989036","CS137","CLOR02",,107,13,
"WCLOR1989036","SR90","CLOR04",,19.6,17,
"WCLOR1989037","CS134","CLOR02",,12,32,
"WCLOR1989037","CS137","CLOR02",,83,12,
"WCLOR1989037","SR90","CLOR04",,14.2,19,
"WCLOR1989038","CS134","CLOR02",,15,35,
"WCLOR1989038","CS137","CLOR02",,95,13,
"WCLOR1989038","SR90","CLOR04",,17.9,17,
"WCLOR1989039","CS134","CLOR02",,14,35,
"WCLOR1989039","CS137","CLOR02",,92,13,
"WCLOR1989039","SR90","CLOR04",,18.1,18,
"WCLOR1989040","CS134","CLOR02",,15,28,
"WCLOR1989040","CS137","CLOR02",,96,12,
"WCLOR1989040","SR90","CLOR04",,18.8,18,
"WCLOR1989041","CS134","CLOR02",,15,35,
"WCLOR1989041","CS137","CLOR02",,94,13,
"WCLOR1989041","SR90","CLOR04",,18,17,
"WCLOR1989042","CS134","CLOR02",,10,35,
"WCLOR1989042","CS137","CLOR02",,68,14,
"WCLOR1989042","SR90","CLOR04",,17.2,17,
"WCLOR1989043","CS134","CLOR02",,12,35,
"WCLOR1989043","CS137","CLOR02",,82,12,
"WCLOR1989043","SR90","CLOR04",,20.9,17,
"WCLOR1990001","CS134","CLOR02",,13,25,
"WCLOR1990001","CS137","CLOR02",,106,11,
"WCLOR1990001","H3","CLOR07",,6300,17,
"WCLOR1990001","SR90","CLOR04",,20.9,15,
"WCLOR1990002","CS134","CLOR02",,14,24,
"WCLOR1990002","CS137","CLOR02",,114,12,
"WCLOR1990002","SR90","CLOR04",,22.6,15,
"WCLOR1990003","CS134","CLOR02",,10,20,
"WCLOR1990003","CS137","CLOR02",,80,14,
"WCLOR1990003","SR90","CLOR04",,17.9,17,
"WCLOR1990004","CS134","CLOR02",,11,27,
"WCLOR1990004","CS137","CLOR02",,91,12,
"WCLOR1990004","H3","CLOR07",,3900,17,
"WCLOR1990004","SR90","CLOR04",,14.4,16,
"WCLOR1990005","CS134","CLOR02",,12,27,
"WCLOR1990005","CS137","CLOR02",,100,12,
"WCLOR1990005","SR90","CLOR04",,19.3,14,
"WCLOR1990006","CS134","CLOR02",,14,30,
"WCLOR1990006","CS137","CLOR02",,118,12,
"WCLOR1990006","H3","CLOR07",,5970,16,
"WCLOR1990006","SR90","CLOR04",,17.1,12,
"WCLOR1990007","CS134","CLOR02",,8,35,
"WCLOR1990007","CS137","CLOR02",,64,13,
"WCLOR1990007","SR90","CLOR04",,16.9,15,
"WCLOR1990008","CS134","CLOR02",,14,17,
"WCLOR1990008","CS137","CLOR02",,115,10,
"WCLOR1990008","SR90","CLOR04",,18.2,12,
"WCLOR1990009","CS134","CLOR02",,11,35,
"WCLOR1990009","CS137","CLOR02",,94,14,
"WCLOR1990009","SR90","CLOR04",,16.9,14,
"WCLOR1990010","CS134","CLOR02",,4,47,
"WCLOR1990010","CS137","CLOR02",,37,16,
"WCLOR1990010","SR90","CLOR04",,8.4,16,
"WCLOR1990011","CS134","CLOR02",,12,29,
"WCLOR1990011","CS137","CLOR02",,103,9,
"WCLOR1990011","H3","CLOR07",,5600,17,
"WCLOR1990011","SR90","CLOR04",,18.1,16,
"WCLOR1990012","CS134","CLOR02",,12,26,
"WCLOR1990012","CS137","CLOR02",,97,10,
"WCLOR1990012","SR90","CLOR04",,15.6,12,
"WCLOR1990013","CS134","CLOR02",,12,30,
"WCLOR1990013","CS137","CLOR02",,95,9,
"WCLOR1990013","SR90","CLOR04",,16,14,
"WCLOR1990014","CS134","CLOR02",,10,20,
"WCLOR1990014","CS137","CLOR02",,83,9,
"WCLOR1990014","SR90","CLOR04",,16.8,13,
"WCLOR1990015","CS134","CLOR02",,12,30,
"WCLOR1990015","CS137","CLOR02",,95,9,
"WCLOR1990015","H3","CLOR07",,4040,18,
"WCLOR1990015","SR90","CLOR04",,18.4,14,
"WCLOR1990016","CS134","CLOR02",,10,30,
"WCLOR1990016","CS137","CLOR02",,80,10,
"WCLOR1990016","SR90","CLOR04",,17.9,12,
"WCLOR1990017","CS134","CLOR02",,11,28,
"WCLOR1990017","CS137","CLOR02",,86,10,
"WCLOR1990017","H3","CLOR07",,3130,18,
"WCLOR1990017","SR90","CLOR04",,17,15,
"WCLOR1990018","CS134","CLOR02",,11,19,
"WCLOR1990018","CS137","CLOR02",,86,13,
"WCLOR1990018","SR90","CLOR04",,16.3,13,
"WCLOR1990019","CS134","CLOR02",,14,17,
"WCLOR1990019","CS137","CLOR02",,112,9,
"WCLOR1990019","SR90","CLOR04",,15.1,14,
"WCLOR1990020","CS134","CLOR02",,13,17,
"WCLOR1990020","CS137","CLOR02",,105,10,
"WCLOR1990020","H3","CLOR07",,3900,17,
"WCLOR1990020","SR90","CLOR04",,21.2,13,
"WCLOR1990021","CS134","CLOR02",,12,18,
"WCLOR1990021","CS137","CLOR02",,101,10,
"WCLOR1990021","SR90","CLOR04",,16.5,12,
"WCLOR1990022","CS134","CLOR02",,11,28,
"WCLOR1990022","CS137","CLOR02",,93,10,
"WCLOR1990022","H3","CLOR07",,2700,20,
"WCLOR1990022","SR90","CLOR04",,17.4,16,
"WCLOR1990023","CS134","CLOR02",,11,30,
"WCLOR1990023","CS137","CLOR02",,94,10,
"WCLOR1990023","SR90","CLOR04",,18.2,14,
"WCLOR1990024","CS134","CLOR02",,12,29,
"WCLOR1990024","CS137","CLOR02",,98,11,
"WCLOR1990024","H3","CLOR07",,2900,19,
"WCLOR1990024","SR90","CLOR04",,17,12,
"WCLOR1990025","CS134","CLOR02",,12,26,
"WCLOR1990025","CS137","CLOR02",,102,10,
"WCLOR1990025","SR90","CLOR04",,18.4,13,
"WCLOR1990026","CS134","CLOR02",,12,30,
"WCLOR1990026","CS137","CLOR02",,102,11,
"WCLOR1990026","H3","CLOR07",,3700,17,
"WCLOR1990026","SR90","CLOR04",,17.3,12,
"WCLOR1990027","CS134","CLOR02",,12,18,
"WCLOR1990027","CS137","CLOR02",,98,12,
"WCLOR1990027","SR90","CLOR04",,16.8,12,
"WCLOR1990028","CS134","CLOR02",,10,20,
"WCLOR1990028","CS137","CLOR02",,82,14,
"WCLOR1990028","H3","CLOR07",,3600,17,
"WCLOR1990028","SR90","CLOR04",,18.3,13,
"WCLOR1990029","CS134","CLOR02",,13,18,
"WCLOR1990029","CS137","CLOR02",,105,9,
"WCLOR1990029","SR90","CLOR04",,16.8,12,
"WCLOR1990030","CS134","CLOR02",,12,26,
"WCLOR1990030","CS137","CLOR02",,103,10,
"WCLOR1990030","H3","CLOR07",,2900,19,
"WCLOR1990030","SR90","CLOR04",,23.1,13,
"WCLOR1990031","CS134","CLOR02",,12,25,
"WCLOR1990031","CS137","CLOR02",,99,12,
"WCLOR1990031","SR90","CLOR04",,16.7,13,
"WCLOR1990032","CS134","CLOR02",,12,28,
"WCLOR1990032","CS137","CLOR02",,10.1,11,
"WCLOR1990032","H3","CLOR07",,4400,17,
"WCLOR1990032","SR90","CLOR04",,16.8,13,
"WCLOR1990033","CS134","CLOR02",,11,19,
"WCLOR1990033","CS137","CLOR02",,94,11,
"WCLOR1990033","SR90","CLOR04",,23,13,
"WCLOR1990034","CS134","CLOR02",,13,18,
"WCLOR1990034","CS137","CLOR02",,111,9,
"WCLOR1990034","H3","CLOR07",,5300,17,
"WCLOR1990034","SR90","CLOR04",,24.4,16,
"WCLOR1990035","CS134","CLOR02",,12,26,
"WCLOR1990035","CS137","CLOR02",,98,11,
"WCLOR1990035","SR90","CLOR04",,24.7,12,
"WCLOR1990036","CS134","CLOR02",,12,25,
"WCLOR1990036","CS137","CLOR02",,109,9,
"WCLOR1990036","H3","CLOR07",,4100,17,
"WCLOR1990036","SR90","CLOR04",,19,14,
"WCLOR1990037","CS134","CLOR02",,13,26,
"WCLOR1990037","CS137","CLOR02",,100,9,
"WCLOR1990037","SR90","CLOR04",,19.1,13,
"WCLOR1990038","CS134","CLOR02",,11,23,
"WCLOR1990038","CS137","CLOR02",,108,9,
"WCLOR1990038","H3","CLOR07",,4500,17,
"WCLOR1990038","SR90","CLOR04",,16.3,14,
"WCLOR1990039","CS134","CLOR02",,12,30,
"WCLOR1990039","CS137","CLOR02",,88,9,
"WCLOR1990039","SR90","CLOR04",,17.2,14,
"WCLOR1990040","CS134","CLOR02",,12,26,
"WCLOR1990040","CS137","CLOR02",,94,10,
"WCLOR1990040","SR90","CLOR04",,18.1,14,
"WCLOR1990041","CS134","CLOR02",,12,28,
"WCLOR1990041","CS137","CLOR02",,103,10,
"WCLOR1990041","SR90","CLOR04",,18.6,14,
"WCLOR1990042","CS134","CLOR02",,9,21,
"WCLOR1990042","CS137","CLOR02",,73,9,
"WCLOR1990042","SR90","CLOR04",,17.1,12,
"WCLOR1991001","CS134","CLOR02",,12,50,
"WCLOR1991001","CS137","CLOR02",,109,6,
"WCLOR1991001","SR90","CLOR04",,20,5,
"WCLOR1991002","CS134","CLOR02",,10,30,
"WCLOR1991002","CS137","CLOR02",,106,6,
"WCLOR1991002","SR90","CLOR04",,18.6,5,
"WCLOR1991003","CS134","CLOR02",,9,33,
"WCLOR1991003","CS137","CLOR02",,118,5,
"WCLOR1991003","SR90","CLOR04",,14.8,20,
"WCLOR1991004","CS134","CLOR02",,9,33,
"WCLOR1991004","CS137","CLOR02",,105,6,
"WCLOR1991004","SR90","CLOR04",,17.6,9,
"WCLOR1991005","CS134","CLOR02",,10,60,
"WCLOR1991005","CS137","CLOR02",,104,6,
"WCLOR1991005","H3","CLOR07",,1410,15,
"WCLOR1991005","SR90","CLOR04",,12.6,12,
"WCLOR1991006","CS134","CLOR02",,9,33,
"WCLOR1991006","CS137","CLOR02",,96,6,
"WCLOR1991006","SR90","CLOR04",,9.800000000000001,15,
"WCLOR1991007","CS134","CLOR02",,7,43,
"WCLOR1991007","CS137","CLOR02",,85,4,
"WCLOR1991007","SR90","CLOR04",,14.6,10,
"WCLOR1991008","CS134","CLOR02",,11,27,
"WCLOR1991008","CS137","CLOR02",,109,6,
"WCLOR1991008","H3","CLOR07",,1070,15,
"WCLOR1991008","SR90","CLOR04",,17.5,12,
"WCLOR1991009","CS134","CLOR02",,10,30,
"WCLOR1991009","CS137","CLOR02",,101,6,
