KEY,COUNTRY,LABORATORY,SEQUENCE,DATE,YEAR,MONTH,DAY,STATION,LATITUDE (ddmmmm),LATITUDE (dddddd),LONGITUDE (ddmmmm),LONGITUDE (dddddd),TDEPTH,SDEPTH,SALIN,TTEMP,FILT,MORS_SUBBASIN,HELCOM_SUBBASIN,DATE_OF_ENTRY
"WSTUK2001008",34,"STUK",2001008,"06/13/01 00:00:00",2001,6,13,"US5B",62.3518,62.5863,19.5814,19.969,222,217,6.03,3.4,"N",8,8,
"WSTUK2001009",34,"STUK",2001009,"08/07/01 00:00:00",2001,6,7,"OLK2",61.139,61.2317,21.241,21.4017,13,0,5.46,22.8,"N",8,8,
"WSTUK2001010",34,"STUK",2001010,"06/12/01 00:00:00",2001,6,12,"EB1",61.0399,61.0665,19.4382,19.7303,130,0,5.39,8.1,"N",8,8,
"WSTUK2001011",34,"STUK",2001011,"06/12/01 00:00:00",2001,6,12,"EB1",61.0399,61.0665,19.4382,19.7303,130,125,6.32,3.6,"N",8,8,
"WSTUK2001012",34,"STUK",2001012,"05/18/01 00:00:00",2001,6,18,"XV1",60.1502,60.2503,27.1482,27.247,63,0,3.99,6.9,"N",11,11,
"WSTUK2001013",34,"STUK",2001013,"05/18/01 00:00:00",2001,6,18,"XV1",60.1502,60.2503,27.1482,27.247,63,62,7.01,4.7,"N",11,11,
"WSTUK2001014",34,"STUK",2001014,"05/18/01 00:00:00",2001,6,18,"LL3A",60.0403,60.0672,26.208,26.3467,68,0,4.46,5.8,"N",11,11,
"WSTUK2001015",34,"STUK",2001015,"05/18/01 00:00:00",2001,6,18,"LL3A",60.0403,60.0672,26.208,26.3467,68,67,8.359999999999999,5,"N",11,11,
"WSTUK2001016",34,"STUK",2001016,"08/02/01 00:00:00",2001,6,2,"LOV2",60.226,60.3767,26.221,26.3683,12,0,3.98,21.2,"N",11,11,
"WSTUK2001017",34,"STUK",2001017,"08/08/01 00:00:00",2001,6,8,"LOVR1",60.219,60.365,26.062,26.1033,13,0,4.44,17.9,"N",11,11,
"WSTUK2001018",34,"STUK",2001018,"05/19/01 00:00:00",2001,6,19,"LL7",59.5101,59.8502,24.4984,24.8307,75,0,4.85,7,"N",11,11,
"WSTUK2001019",34,"STUK",2001019,"05/19/01 00:00:00",2001,6,19,"LL7",59.5101,59.8502,24.4984,24.8307,75,74,8.76,7.8,"N",11,11,
"WSTUK2001020",34,"STUK",2001020,"05/29/01 00:00:00",2001,6,29,"LL11",59.3501,59.5835,23.1782,23.297,67,0,5.58,7.4,"N",11,11,
"WSTUK2001021",34,"STUK",2001021,"05/29/01 00:00:00",2001,6,29,"LL11",59.3501,59.5835,23.1782,23.297,67,66,8.26,4.5,"N",11,11,
"WSTUK2001022",34,"STUK",2001022,"05/29/01 00:00:00",2001,6,29,"TEILI1",59.26,59.4333,21.2981,21.4968,150,0,6.06,6.6,"N",3,3,
"WSTUK2001023",34,"STUK",2001023,"05/29/01 00:00:00",2001,6,29,"TEILI1",59.26,59.4333,21.2981,21.4968,150,147,10.11,5.2,"N",3,3,
"WSTUK2001024",34,"STUK",2001024,"05/21/01 00:00:00",2001,6,21,"BY15",57.19,57.3167,20.0199,20.0332,237,0,7,7.1,"N",9,9,
"WSTUK2001025",34,"STUK",2001025,"05/21/01 00:00:00",2001,6,21,"BY15",57.19,57.3167,20.0199,20.0332,237,236,12.08,6.3,"N",9,9,
"WSTUK2001026",34,"STUK",2001026,"05/23/01 00:00:00",2001,6,23,"BY2",55,55,14.0501,14.0835,48,0,7.2,9.699999999999999,"N",2,2,
"WSTUK2001027",34,"STUK",2001027,"05/23/01 00:00:00",2001,6,23,"BY2",55,55,14.0501,14.0835,48,47,17.49,4.8,"N",2,2,
"WSTUK2002001",34,"STUK",2002001,"06/24/02 00:00:00",2002,6,24,"LAV4",65.369,65.61499999999999,24.21,24.35,17,0,0,15.2,"N",7,7,
"WSTUK2002002",34,"STUK",2002002,"06/10/02 00:00:00",2002,6,10,"CVI",65.14019999999999,65.233667,23.3376,23.562667,69,0,2.95,5,"N",7,7,
"WSTUK2002003",34,"STUK",2002003,"06/10/02 00:00:00",2002,6,10,"CVI",65.14019999999999,65.233667,23.3376,23.562667,69,64,3.21,0.9,"N",7,7,
"WSTUK2002004",34,"STUK",2002004,"06/09/02 00:00:00",2002,6,9,"BO3",64.18129999999999,64.302167,22.2058,22.343,109,0,3.07,7.5,"N",7,7,
"WSTUK2002005",34,"STUK",2002005,"06/09/02 00:00:00",2002,6,9,"BO3",64.18129999999999,64.302167,22.2058,22.343,109,104,3.62,0.3,"N",7,7,
"WSTUK2002006",34,"STUK",2002006,"06/10/02 00:00:00",2002,6,10,"F16",63.31,63.516667,21.0381,21.0635,50,0,3.38,12.5,"N",7,17,
"WSTUK2002007",34,"STUK",2002007,"06/10/02 00:00:00",2002,6,10,"F16",63.31,63.516667,21.0381,21.0635,50,45,4.54,3.7,"N",7,17,
"WSTUK2002008",34,"STUK",2002008,"06/08/02 00:00:00",2002,6,8,"US5B",62.3517,62.586167,19.5813,19.968833,221,0,5.13,13.9,"N",8,8,
"WSTUK2002009",34,"STUK",2002009,"06/08/02 00:00:00",2002,6,8,"US5B",62.3517,62.586167,19.5813,19.968833,221,216,6.04,3.3,"N",8,8,
"WSTUK2002010",34,"STUK",2002010,"08/12/02 00:00:00",2002,8,12,"OLK2",61.139,61.231667,21.241,21.401667,13,0,5.54,21,"N",8,8,
"WSTUK2002011",34,"STUK",2002011,"06/12/02 00:00:00",2002,6,12,"EB1",61.04,61.066667,19.4381,19.730167,131,0,5.45,13.7,"N",8,8,
"WSTUK2002012",34,"STUK",2002012,"06/12/02 00:00:00",2002,6,12,"EB1",61.04,61.066667,19.4381,19.730167,131,126,6.38,2.4,"N",8,8,
"WSTUK2002013",34,"STUK",2002013,"05/25/02 00:00:00",2002,5,25,"XV1",60.15,60.25,27.1477,27.246167,66,0,4.29,6.5,"N",11,11,
"WSTUK2002014",34,"STUK",2002014,"05/25/02 00:00:00",2002,5,25,"XV1",60.15,60.25,27.1477,27.246167,66,61,6.14,1.6,"N",11,11,
"WSTUK2002015",34,"STUK",2002015,"05/25/02 00:00:00",2002,5,25,"LL3A",60.0404,60.067333,26.2079,26.3465,68,0,4.58,6.4,"N",11,11,
"WSTUK2002016",34,"STUK",2002016,"05/25/02 00:00:00",2002,5,25,"LL3A",60.0404,60.067333,26.2079,26.3465,68,63,7.23,2.5,"N",11,11,
"WSTUK2002017",34,"STUK",2002017,"08/07/02 00:00:00",2002,8,7,"LOV2",60.226,60.376667,26.221,26.368333,12,0,4.04,24,"N",11,11,
"WSTUK2002018",34,"STUK",2002018,"08/05/02 00:00:00",2002,8,5,"LOVR1",60.219,60.365,26.062,26.103333,13,0,4.36,21.9,"N",11,11,
"WSTUK2002019",34,"STUK",2002019,"06/13/02 00:00:00",2002,6,13,"LL7",59.51,59.85,24.4982,24.830333,76,0,4.29,14.6,"N",11,11,
"WSTUK2002020",34,"STUK",2002020,"06/13/02 00:00:00",2002,6,13,"LL7",59.51,59.85,24.4982,24.830333,76,71,9.029999999999999,4.2,"N",11,11,
"WSTUK2002021",34,"STUK",2002021,"05/24/02 00:00:00",2002,5,24,"LL11",59.3501,59.5835,23.1781,23.296833,66,0,5.28,9.5,"N",11,11,
"WSTUK2002022",34,"STUK",2002022,"05/24/02 00:00:00",2002,5,24,"LL11",59.3501,59.5835,23.1781,23.296833,66,61,7.23,3,"N",11,11,
"WSTUK2002023",34,"STUK",2002023,"05/14/02 00:00:00",2002,5,14,"TEILI1",59.2601,59.4335,21.2979,21.4965,150,0,6.3,7.5,"N",3,3,
"WSTUK2002024",34,"STUK",2002024,"05/14/02 00:00:00",2002,5,14,"TEILI1",59.2601,59.4335,21.2979,21.4965,150,145,10.07,5.2,"N",3,3,
"WSTUK2002025",34,"STUK",2002025,"05/15/02 00:00:00",2002,5,15,"BY15",57.1701,57.2835,20.0478,20.079667,242,0,7.05,8,"N",9,9,
"WSTUK2002026",34,"STUK",2002026,"05/15/02 00:00:00",2002,5,15,"BY15",57.1701,57.2835,20.0478,20.079667,242,237,12.21,6.6,"N",9,9,
"WSTUK2002027",34,"STUK",2002027,"05/20/02 00:00:00",2002,5,20,"BY2",55,55,14.05,14.083333,47,0,7.42,9.6,"N",2,2,
"WSTUK2002028",34,"STUK",2002028,"05/20/02 00:00:00",2002,5,20,"BY2",55,55,14.05,14.083333,47,42,10.25,5.3,"N",2,2,
"WSTUK2003001",34,"STUK",2003001,"07/01/03 00:00:00",2003,7,1,"LAV4",65.3682,65.61366700000001,24.208,24.346667,17,0,1.6,16.4,"N",7,7,
"WSTUK2003002",34,"STUK",2003002,"06/04/03 00:00:00",2003,6,4,"CVI",65.1401,65.23350000000001,23.338,23.563333,69,1,2.94,3.7,"N",7,7,
"WSTUK2003003",34,"STUK",2003003,"06/04/03 00:00:00",2003,6,4,"CVI",65.1401,65.23350000000001,23.338,23.563333,69,63,3.23,1.2,"N",7,7,
"WSTUK2003004",34,"STUK",2003004,"06/03/03 00:00:00",2003,6,3,"BO3",64.1812,64.30200000000001,22.206,22.343333,112,1,3.13,2.8,"N",7,7,
"WSTUK2003005",34,"STUK",2003005,"06/03/03 00:00:00",2003,6,3,"BO3",64.1812,64.30200000000001,22.206,22.343333,112,102,3.85,0.4,"N",7,7,
"WSTUK2003006",34,"STUK",2003006,"06/04/03 00:00:00",2003,6,4,"F16",63.31,63.516667,21.037,21.061667,46,1,3.33,3.9,"N",7,17,
"WSTUK2003007",34,"STUK",2003007,"06/04/03 00:00:00",2003,6,4,"F16",63.31,63.516667,21.037,21.061667,46,42,4.49,3.9,"N",7,17,
"WSTUK2003008",34,"STUK",2003008,"06/03/03 00:00:00",2003,6,3,"US5B",62.3517,62.586167,19.5812,19.968667,228,1,5.29,4.8,"N",8,8,
"WSTUK2003009",34,"STUK",2003009,"06/03/03 00:00:00",2003,6,3,"US5B",62.3517,62.586167,19.5812,19.968667,228,213,6.03,3,"N",8,8,
"WSTUK2003010",34,"STUK",2003010,"07/22/03 00:00:00",2003,7,22,"OLK2",61.139,61.231667,21.242,21.403333,13,0,5.47,20.6,"N",8,8,
"WSTUK2003011",34,"STUK",2003011,"06/03/03 00:00:00",2003,6,3,"EB1",61.04,61.066667,19.4378,19.729667,132,1,5.47,3.9,"N",8,8,
"WSTUK2003012",34,"STUK",2003012,"06/03/03 00:00:00",2003,6,3,"EB1",61.04,61.066667,19.4378,19.729667,132,123,6.32,1.4,"N",8,8,
"WSTUK2003013",34,"STUK",2003013,"08/05/03 00:00:00",2003,8,5,"XV1",60.1503,60.2505,27.1486,27.247667,62,1,4.6,22.7,"N",11,11,
"WSTUK2003014",34,"STUK",2003014,"08/05/03 00:00:00",2003,8,5,"XV1",60.1503,60.2505,27.1486,27.247667,62,58,7.45,3.3,"N",11,11,
"WSTUK2003015",34,"STUK",2003015,"05/26/03 00:00:00",2003,5,26,"LL3A",60.0402,60.067,26.2102,26.350333,68,1,5.52,4.9,"N",11,11,
"WSTUK2003016",34,"STUK",2003016,"05/26/03 00:00:00",2003,5,26,"LL3A",60.0402,60.067,26.2102,26.350333,68,64,7.96,3.7,"N",11,11,
"WSTUK2003017",34,"STUK",2003017,"08/07/03 00:00:00",2003,8,7,"LOV2",60.226,60.376667,26.22,26.366667,11,0,4.26,27.1,"N",11,11,
"WSTUK2003018",34,"STUK",2003018,"08/05/02 00:00:00",2002,8,5,"LOVR1",60.219,60.365,26.062,26.103333,12,0,4.46,25,"N",11,11,
"WSTUK2003019",34,"STUK",2003019,"06/06/03 00:00:00",2003,6,6,"LL7",59.5102,59.850333,24.498,24.83,77,1,5.73,7.4,"N",11,11,
"WSTUK2003020",34,"STUK",2003020,"06/06/03 00:00:00",2003,6,6,"LL7",59.5102,59.850333,24.498,24.83,77,72,8.66,3.9,"N",11,11,
"WSTUK2003021",34,"STUK",2003021,"05/27/03 00:00:00",2003,5,27,"LL11",59.35,59.583333,23.1799,23.299833,68,1,6.3,6.1,"N",11,11,
"WSTUK2003022",34,"STUK",2003022,"05/27/03 00:00:00",2003,5,27,"LL11",59.35,59.583333,23.1799,23.299833,68,63,8.039999999999999,2.4,"N",11,11,
"WSTUK2003023",34,"STUK",2003023,"08/19/03 00:00:00",2003,8,19,"TEILI1",59.2601,59.4335,21.2979,21.4965,150,1,6.15,18.3,"N",3,3,
"WSTUK2003024",34,"STUK",2003024,"08/19/03 00:00:00",2003,8,19,"TEILI1",59.2601,59.4335,21.2979,21.4965,150,149,10.21,5.7,"N",3,3,
"WSTUK2003025",34,"STUK",2003025,"05/28/03 00:00:00",2003,5,28,"BY15",57.1922,57.320333,20.0299,20.049833,242,1,7.09,7.9,"N",9,9,
"WSTUK2003026",34,"STUK",2003026,"05/28/03 00:00:00",2003,5,28,"BY15",57.1922,57.320333,20.0299,20.049833,242,230,12.75,4.6,"N",9,9,
"WSTUK2004001",34,"STUK",2004001,"07/19/04 00:00:00",2004,7,19,"LAV4",65.36799999999999,65.6133,24.21,24.35,17,0,1.46,18.2,"N",7,7,
"WSTUK2004002",34,"STUK",2004002,"06/20/04 00:00:00",2004,6,20,"CVI",65.14019999999999,65.2337,23.3377,23.5628,69,1,2.85,7.2,"N",7,7,
"WSTUK2004003",34,"STUK",2004003,"06/20/04 00:00:00",2004,6,20,"CVI",65.14019999999999,65.2337,23.3377,23.5628,69,63,3.35,1.1,"N",7,7,
"WSTUK2004004",34,"STUK",2004004,"06/19/04 00:00:00",2004,6,19,"BO3",64.1812,64.30200000000001,22.2059,22.3432,109,1,3.23,9.300000000000001,"N",7,7,
"WSTUK2004005",34,"STUK",2004005,"06/19/04 00:00:00",2004,6,19,"BO3",64.1812,64.30200000000001,22.2059,22.3432,109,104,3.91,1.1,"N",7,7,
"WSTUK2004006",34,"STUK",2004006,"06/21/04 00:00:00",2004,6,21,"F16",63.3102,63.517,21.038,21.0633,48,1,3.38,8.800000000000001,"N",7,17,
"WSTUK2004007",34,"STUK",2004007,"06/21/04 00:00:00",2004,6,21,"F16",63.3102,63.517,21.038,21.0633,48,43,4.89,3.8,"N",7,17,
"WSTUK2004008",34,"STUK",2004008,"06/19/04 00:00:00",2004,6,19,"US5B",62.3516,62.586,19.5814,19.969,221,1,4.87,9.699999999999999,"N",8,8,
"WSTUK2004009",34,"STUK",2004009,"06/19/04 00:00:00",2004,6,19,"US5B",62.3516,62.586,19.5814,19.969,221,211,6.32,3.4,"N",8,8,
"WSTUK2004010",34,"STUK",2004010,"07/13/04 00:00:00",2004,7,13,"OLK2",61.139,61.2317,21.242,21.4033,13,0,5.58,16.1,"N",8,8,
"WSTUK2004011",34,"STUK",2004011,"06/18/04 00:00:00",2004,6,18,"EB1",61.04,61.0667,19.4378,19.7297,130,1,5.54,7.8,"N",8,8,
"WSTUK2004012",34,"STUK",2004012,"06/18/04 00:00:00",2004,6,18,"EB1",61.04,61.0667,19.4378,19.7297,130,125,6.62,2,"N",8,8,
"WSTUK2004013",34,"STUK",2004013,"08/12/04 00:00:00",2004,8,12,"LOV2",60.226,60.3767,26.22,26.3667,11,0,3.81,21.5,"N",11,11,
"WSTUK2004014",34,"STUK",2004014,"08/10/04 00:00:00",2004,8,10,"LOVR1",60.219,60.365,26.062,26.1033,12,0,3.35,23.4,"N",11,11,
"WSTUK2004015",34,"STUK",2004015,"05/26/04 00:00:00",2004,5,26,"LL3A",60.0403,60.0672,26.2085,26.3475,69,1,4.8,8.800000000000001,"N",11,11,
"WSTUK2004016",34,"STUK",2004016,"05/26/04 00:00:00",2004,5,26,"LL3A",60.0403,60.0672,26.2085,26.3475,69,67,8.550000000000001,4,"N",11,11,
"WSTUK2004017",34,"STUK",2004017,"05/31/04 00:00:00",2004,5,31,"LL7",59.5102,59.8503,24.498,24.83,76,1,5.42,8.5,"N",11,11,
"WSTUK2004018",34,"STUK",2004018,"05/31/04 00:00:00",2004,5,31,"LL7",59.5102,59.8503,24.498,24.83,76,73,9.19,4.2,"N",11,11,
"WSTUK2004019",34,"STUK",2004019,"06/17/04 00:00:00",2004,6,17,"JML",59.349,59.5817,23.3761,23.6268,80,1,6.03,10.2,"N",11,11,
"WSTUK2004020",34,"STUK",2004020,"06/17/04 00:00:00",2004,6,17,"JML",59.349,59.5817,23.3761,23.6268,80,75,9.34,4.4,"N",11,11,
"WSTUK2004021",34,"STUK",2004021,"06/10/04 00:00:00",2004,6,10,"LL17",59.02,59.0333,21.0478,21.0797,172,1,6.62,9.9,"N",3,3,
"WSTUK2004022",34,"STUK",2004022,"06/10/04 00:00:00",2004,6,10,"LL17",59.02,59.0333,21.0478,21.0797,172,165,11.34,5.7,"N",3,3,
"WSTUK2004023",34,"STUK",2004023,"06/09/04 00:00:00",2004,6,9,"BY15",57.192,57.32,20.03,20.05,237,1,7.11,10,"N",9,9,
"WSTUK2004024",34,"STUK",2004024,"06/09/04 00:00:00",2004,6,9,"BY15",57.192,57.32,20.03,20.05,237,230,13.08,6.7,"N",9,9,
"WSTUK2004025",34,"STUK",2004025,"06/07/04 00:00:00",2004,6,7,"BY2",55.0001,55.0002,14.05,14.0833,47,1,7.67,12.4,"N",2,2,
"WSTUK2004026",34,"STUK",2004026,"06/07/04 00:00:00",2004,6,7,"BY2",55.0001,55.0002,14.05,14.0833,47,41,15.42,10.2,"N",2,2,
"WSTUK2005001",34,"STUK",2005001,"07/14/05 00:00:00",2005,7,14,"LAV4",65.36799999999999,65.613333,24.21,24.35,17,0,0.58,18.2,"N",7,7,
"WSTUK2005002",34,"STUK",2005002,"06/15/05 00:00:00",2005,6,15,"CVI",65.14019999999999,65.233667,23.3376,23.562667,69,1,2.62,8.4,"N",7,7,
"WSTUK2005003",34,"STUK",2005003,"06/15/05 00:00:00",2005,6,15,"CVI",65.14019999999999,65.233667,23.3376,23.562667,69,68,3.13,0.9,"N",7,7,
"WSTUK2005004",34,"STUK",2005004,"06/14/05 00:00:00",2005,6,14,"BO3",64.1812,64.30200000000001,22.2059,22.343167,110,1,3.11,3.4,"N",7,7,
"WSTUK2005005",34,"STUK",2005005,"06/14/05 00:00:00",2005,6,14,"BO3",64.1812,64.30200000000001,22.2059,22.343167,110,109,3.9,0.6,"N",7,7,
"WSTUK2005006",34,"STUK",2005006,"06/16/05 00:00:00",2005,6,16,"F16",63.31,63.516667,21.0375,21.0625,50,1,3.33,8.5,"N",7,17,
"WSTUK2005007",34,"STUK",2005007,"06/16/05 00:00:00",2005,6,16,"F16",63.31,63.516667,21.0375,21.0625,50,48,4.41,5.5,"N",7,17,
"WSTUK2005008",34,"STUK",2005008,"06/14/05 00:00:00",2005,6,14,"US5B",62.3517,62.586167,19.5816,19.969333,222,1,5.25,7.6,"N",8,8,
"WSTUK2005009",34,"STUK",2005009,"06/14/05 00:00:00",2005,6,14,"US5B",62.3517,62.586167,19.5816,19.969333,222,221,6.37,3.6,"N",8,8,
"WSTUK2005010",34,"STUK",2005010,"05/18/05 00:00:00",2005,5,18,"OLK2",61.139,61.231667,21.242,21.403333,13,0,5.42,13.9,"N",8,8,
"WSTUK2005011",34,"STUK",2005011,"06/13/05 00:00:00",2005,6,13,"EB1",61.0399,61.0665,19.438,19.73,130,1,5.55,5.6,"N",8,8,
"WSTUK2005012",34,"STUK",2005012,"06/13/05 00:00:00",2005,6,13,"EB1",61.0399,61.0665,19.438,19.73,130,128,6.43,2.4,"N",8,8,
"WSTUK2005013",34,"STUK",2005013,"05/25/05 00:00:00",2005,5,25,"LL3A",60.0403,60.067167,26.2082,26.347,69,1,4.05,7.6,"N",11,11,
"WSTUK2005014",34,"STUK",2005014,"05/25/05 00:00:00",2005,5,25,"LL3A",60.0403,60.067167,26.2082,26.347,69,68,9.130000000000001,4.4,"N",11,11,
"WSTUK2005015",34,"STUK",2005015,"08/16/05 00:00:00",2005,8,16,"LOV2",60.226,60.376667,26.22,26.366667,11,0,4.19,19.5,"N",11,11,
"WSTUK2005016",34,"STUK",2005016,"05/04/05 00:00:00",2005,5,4,"LOVR1",60.219,60.365,26.062,26.103333,12,0,3.7,5.9,"N",11,11,
"WSTUK2005017",34,"STUK",2005017,"05/26/05 00:00:00",2005,5,26,"LL7",59.51,59.85,24.498,24.83,76,1,4.84,7.8,"N",11,11,
"WSTUK2005018",34,"STUK",2005018,"05/26/05 00:00:00",2005,5,26,"LL7",59.51,59.85,24.498,24.83,76,75,9.35,4.6,"N",11,11,
"WSTUK2005019",34,"STUK",2005019,"05/26/05 00:00:00",2005,5,26,"JML",59.3496,59.582667,23.3781,23.630167,80,1,5.37,9.5,"N",11,11,
"WSTUK2005020",34,"STUK",2005020,"05/26/05 00:00:00",2005,5,26,"JML",59.3496,59.582667,23.3781,23.630167,80,75,9.59,4.9,"N",11,11,
"WSTUK2005021",34,"STUK",2005021,"05/31/05 00:00:00",2005,5,31,"LL17",59.02,59.033333,21.0479,21.079833,170,1,6.45,8.699999999999999,"N",3,3,
"WSTUK2005022",34,"STUK",2005022,"05/31/05 00:00:00",2005,5,31,"LL17",59.02,59.033333,21.0479,21.079833,170,169,11.21,5.8,"N",3,3,
"WSTUK2005023",34,"STUK",2005023,"06/01/05 00:00:00",2005,6,1,"BY15",57.1919,57.319833,20.0299,20.049833,238,1,7.14,9.1,"N",9,9,
"WSTUK2005024",34,"STUK",2005024,"06/01/05 00:00:00",2005,6,1,"BY15",57.1919,57.319833,20.0299,20.049833,238,237,12.72,6,"N",9,9,
"WSTUK2005025",34,"STUK",2005025,"06/06/05 00:00:00",2005,6,6,"BY2",55.0001,55.000167,14.05,14.083333,48,1,7.83,10.4,"N",2,2,
"WSTUK2005026",34,"STUK",2005026,"06/06/05 00:00:00",2005,6,6,"BY2",55.0001,55.000167,14.05,14.083333,48,46,16.81,7.4,"N",2,2,
"WSTUK2006001",34,"STUK",2006001,"06/25/06 00:00:00",2006,6,25,"LAV4",65.36799999999999,65.613333,24.21,24.35,17,0,1.84,13.9,"N",7,7,"10/20/08 00:00:00"
"WSTUK2006002",34,"STUK",2006002,"06/16/06 00:00:00",2006,6,16,"CVI",65.14019999999999,65.233667,23.3377,23.562833,69,1,2.64,7.5,"N",7,7,"05/31/07 00:00:00"
"WSTUK2006003",34,"STUK",2006003,"06/16/06 00:00:00",2006,6,16,"CVI",65.14019999999999,65.233667,23.3377,23.562833,69,68,3.3,1.9,"N",7,7,"05/31/07 00:00:00"
"WSTUK2006004",34,"STUK",2006004,"06/16/06 00:00:00",2006,6,16,"BO3",64.1812,64.30200000000001,22.2058,22.343,109,1,3.02,5.66,"N",7,7,"05/31/07 00:00:00"
"WSTUK2006005",34,"STUK",2006005,"06/16/06 00:00:00",2006,6,16,"BO3",64.1812,64.30200000000001,22.2058,22.343,109,108,4,0.51,"N",7,7,"05/31/07 00:00:00"
"WSTUK2006006",34,"STUK",2006006,"06/17/06 00:00:00",2006,6,17,"F16",63.3101,63.516833,21.0375,21.0625,49,1,3.44,9.6,"N",7,17,"05/31/07 00:00:00"
"WSTUK2006007",34,"STUK",2006007,"06/17/06 00:00:00",2006,6,17,"F16",63.3101,63.516833,21.0375,21.0625,49,48,4.67,3,"N",7,17,"05/31/07 00:00:00"
"WSTUK2006008",34,"STUK",2006008,"06/15/06 00:00:00",2006,6,15,"US5B",62.3517,62.586167,19.5813,19.968833,222,1,5.22,10.2,"N",8,8,"05/31/07 00:00:00"
"WSTUK2006009",34,"STUK",2006009,"06/15/06 00:00:00",2006,6,15,"US5B",62.3517,62.586167,19.5813,19.968833,222,221,6.36,3.5,"N",8,8,"05/31/07 00:00:00"
"WSTUK2006010",34,"STUK",2006010,"05/11/06 00:00:00",2006,5,11,"OLK2",61.139,61.231667,21.242,21.403333,13,0,5.2,,"N",8,8,"10/20/08 00:00:00"
"WSTUK2006011",34,"STUK",2006011,"06/14/06 00:00:00",2006,6,14,"EB1",61.04,61.066667,19.4378,19.729667,130,1,5.41,9.210000000000001,"N",8,8,"05/31/07 00:00:00"
"WSTUK2006012",34,"STUK",2006012,"06/14/06 00:00:00",2006,6,14,"EB1",61.04,61.066667,19.4378,19.729667,130,129,6.49,3.53,"N",8,8,"05/31/07 00:00:00"
"WSTUK2006013",34,"STUK",2006013,"07/31/06 00:00:00",2006,7,31,"LL3A",60.0402,60.067,26.2082,26.347,68,1,4.646,18.73,"N",11,11,"05/31/07 00:00:00"
"WSTUK2006014",34,"STUK",2006014,"07/31/06 00:00:00",2006,7,31,"LL3A",60.0402,60.067,26.2082,26.347,68,67,9.131,4.95,"N",11,11,"05/31/07 00:00:00"
"WSTUK2006015",34,"STUK",2006015,"05/16/06 00:00:00",2006,5,16,"LOV2",60.226,60.376667,26.22,26.366667,11,0,2.79,12.2,"N",11,11,"05/31/07 00:00:00"
"WSTUK2006016",34,"STUK",2006016,"10/18/06 00:00:00",2006,10,18,"LOVR1",60.219,60.365,26.062,26.103333,12,0,5.213,10.2,"N",11,11,"05/31/07 00:00:00"
"WSTUK2006017",34,"STUK",2006017,"08/01/06 00:00:00",2006,8,1,"LL7",59.5082,59.847,24.5025,24.8375,101,1,4.684,18.74,"N",11,11,"05/31/07 00:00:00"
"WSTUK2006018",34,"STUK",2006018,"08/01/06 00:00:00",2006,8,1,"LL7",59.5082,59.847,24.5025,24.8375,101,100,10.172,5.23,"N",11,11,"05/31/07 00:00:00"
"WSTUK2006019",34,"STUK",2006019,"08/01/06 00:00:00",2006,8,1,"JML",59.3491,59.581833,23.3757,23.626167,71,1,5.72,17.91,"N",11,11,"05/31/07 00:00:00"
"WSTUK2006020",34,"STUK",2006020,"08/01/06 00:00:00",2006,8,1,"JML",59.3491,59.581833,23.3757,23.626167,71,70,10.521,5.44,"N",11,11,"05/31/07 00:00:00"
"WSTUK2006021",34,"STUK",2006021,"06/06/06 00:00:00",2006,6,6,"LL17",59.0198,59.033,21.0479,21.079833,170,1,6.32,8.199999999999999,"N",3,3,"05/31/07 00:00:00"
"WSTUK2006022",34,"STUK",2006022,"06/06/06 00:00:00",2006,6,6,"LL17",59.0198,59.033,21.0479,21.079833,170,169,11.1,5.8,"N",3,3,"05/31/07 00:00:00"
"WSTUK2006023",34,"STUK",2006023,"06/07/06 00:00:00",2006,6,7,"BY15",57.1919,57.319833,20.03,20.05,238,1,7.18,9,"N",9,9,"05/31/07 00:00:00"
"WSTUK2006024",34,"STUK",2006024,"06/07/06 00:00:00",2006,6,7,"BY15",57.1919,57.319833,20.03,20.05,238,237,12.58,6,"N",9,9,"05/31/07 00:00:00"
"WSTUK2006025",34,"STUK",2006025,"06/09/06 00:00:00",2006,6,9,"BY2",55.0001,55.000167,14.0499,14.083167,47,1,7.59,13.1,"N",2,2,"05/31/07 00:00:00"
"WSTUK2006026",34,"STUK",2006026,"06/09/06 00:00:00",2006,6,9,"BY2",55.0001,55.000167,14.0499,14.083167,47,46,16.98,8.32,"N",2,2,"05/31/07 00:00:00"
"WSTUK2007001",34,"STUK",2007001,"06/18/07 00:00:00",2007,6,18,"LAV4",65.36799999999999,65.613333,24.21,24.35,17,0,1.21,11.1,"N",7,7,"03/25/09 00:00:00"
"WSTUK2007002",34,"STUK",2007002,"06/10/07 00:00:00",2007,6,10,"CVI",65.14019999999999,65.233667,23.3377,23.562833,70,1,2.4,,"N",7,7,"03/25/09 00:00:00"
"WSTUK2007003",34,"STUK",2007003,"06/10/07 00:00:00",2007,6,10,"CVI",65.14019999999999,65.233667,23.3377,23.562833,70,69,3.34,,"N",7,7,"03/25/09 00:00:00"
"WSTUK2007004",34,"STUK",2007004,"06/10/07 00:00:00",2007,6,10,"BO3",64.1812,64.30200000000001,22.2059,22.343167,109,1,3.2,,"N",7,7,"03/25/09 00:00:00"
